Hardness,Sulfate,Conductivity,Organic_carbon,Chloramines,Solids,Trihalomethanes,pH_Class,Potability
204.8904554713363,368.51644134980336,564.3086541722439,10.3797830780847,7.300211873184757,20791.318980747023,86.9909704615088,5,0
129.42292051494425,,592.8853591348523,15.18001311635726,6.635245883862,18630.057857970347,56.32907628451764,2,0
224.23625939355776,,418.6062130644815,16.868636929550973,9.275883602694089,19909.5417322924,66.42009251176368,5,0
214.3733940856225,356.88613564305666,363.2665161642437,18.436524495493305,8.05933237743854,22018.41744077529,100.34167436508008,5,0
181.10150923612525,310.13573752420444,398.4108133818447,11.558279443446397,6.546599974207941,17978.98633892625,31.997992727424737,5,0
188.3133237696164,326.6783629116736,280.4679159334877,8.399734640152758,7.54486878877965,28748.68773904612,54.91786184199447,3,0
248.07173527013992,393.66339551509645,283.6516335078445,13.789695317519886,7.5134084658313025,28749.71654352824,84.60355617402357,5,0
203.3615225845705,303.3097711592812,474.6076449424485,12.36381669870525,4.563008685599703,13672.091763901635,62.79830896292516,5,0
118.98857909025187,268.646940746221,389.3755658712614,12.70604896865791,7.804173553073094,14285.583854224516,53.92884576751224,5,0
227.23146923797452,404.04163468409,563.8854814810949,17.92780641128502,9.077200016914391,25484.50849098786,71.97660103221915,5,0
165.52079725952862,326.62435345560164,425.3834194953873,15.586810438033126,7.550700906704114,32452.614409143884,78.74001566430479,4,0
218.69330048866644,,364.0982304620487,14.525745697593209,8.110384501123875,18767.65668181348,76.48591117965157,4,0
156.70499334039215,282.3440504739606,347.71502726194376,15.9295359088257,3.60603609050572,18730.81365334272,79.5007783369744,4,0
150.1749233951362,299.41578134685847,379.7618348257725,19.370807181232124,6.838223470687509,27331.36196192776,76.5099955279583,5,0
205.3449821581852,,444.6453523327066,13.228311099224529,5.072557773840631,28388.00488673697,70.30021264692436,4,0
186.7328806605761,364.4876872467604,516.743281893657,11.53978119153942,9.629596276480584,41065.23476453935,75.07161728663777,4,0
211.04940606054572,,315.1412672443021,20.39702184072246,10.094796011661426,30980.600786788866,56.65160378979331,4,0
273.81380665980095,398.3505168222779,477.9746418621779,13.387340780225545,6.904989726470096,24041.32628006128,71.4573622129516,5,0
279.3571667700924,,431.44398999034894,12.88875905430399,6.204320858892474,19460.398131232112,63.82123709666397,5,0
214.49661045715652,335.75443859606526,469.9145514792359,12.509163940498697,4.432669290372123,25630.320036999725,62.79727715266126,4,0
227.435048351156,,554.8200864605433,16.33169328269446,10.33391788821868,22305.56741374141,45.38281517787093,5,0
168.28374685651832,310.93085831787846,523.6712975009444,17.88423519296481,5.858769130547582,30944.363591242687,77.0423180517003,4,0
215.97785868806776,326.943977743867,436.2561939726492,14.189062206123708,5.607060453087125,17107.224225827616,59.85547582615388,5,0
196.9032467083208,,444.478882506898,16.609033155789916,6.996311586298768,21167.50009896877,90.1816758847452,2,0
140.7390622511396,328.3582406986835,472.8740732754293,11.256381166909478,10.056852484033495,17266.593421923077,56.9319064457562,3,0
198.7673512594561,323.5963490101317,413.2904500885347,14.899999566696977,8.67093691991312,21218.702871190195,79.84784281372556,4,0
207.92626018799376,384.0070058017212,441.7858756739387,13.80590221127079,8.782147480773485,33424.7686784948,30.284597198002704,2,0
145.76818060217258,304.0019927974152,298.99066649993244,12.729524720542258,7.906444720606137,13224.935638976958,49.536848802021865,5,0
266.4210180681174,395.3894903418456,364.48010670373776,10.34895075743782,7.700063469729127,26362.965012309312,53.00838135392041,5,0
148.15306144508662,307.01179262256534,563.8047433250861,16.56865556799744,9.04683270725723,15193.41347396722,52.67618503420983,5,0
209.62560053629045,338.3364310774872,342.1112862851926,7.92259833302262,5.994678646449973,15196.229987483845,71.5379532557936,4,0
190.7566182870043,,452.8362348772383,16.8990378000164,6.757540731413941,19677.892465552013,47.08197118577765,5,0
117.79122955039698,307.70750861182404,412.9868337903324,12.890708564511783,8.161504810728331,22326.89204571865,65.73347838938281,5,0
235.04453448737107,387.1753164773568,411.983364167012,10.2448150683598,6.845952023844903,32555.85253707369,44.48929725226032,4,0
232.2804520235321,,383.9817230247576,12.16693714505169,5.474914831733126,14787.206264858174,86.08072748444091,5,0
191.95274297485884,323.8363839136296,441.7483793248687,10.96648615295345,6.060712994989327,19620.545328612152,49.23823132273568,3,0
183.9087222618269,286.0595560492713,456.8600959410411,9.03406675271333,5.538314133481364,24752.072459755404,73.5946567566564,2,0
304.23591211231667,,399.47156628109417,12.2650015775136,6.101083505101921,17281.97516841161,81.58899245649904,3,0
143.45373131192335,,427.1306714819022,22.46989198835695,5.89075458310612,19942.27321818484,53.12409421895881,5,0
198.614394719096,328.0775332014693,396.8769490579176,16.471969353155146,6.110612421393192,24683.723566029654,30.38331457464201,5,0
233.8589956912124,309.03932035276006,349.3996325323045,18.33889254980602,4.599387943421727,11703.923907047854,42.67746528271937,5,0
194.8740654457996,316.6751618281669,335.1203984374612,10.180513802631594,7.993829562375316,16658.876503163574,59.57271371122687,3,0
238.68992851166007,385.9756504867898,332.0327063306858,11.093163397452656,6.81402870120907,28780.340431632725,66.13804474710018,4,0
202.8174830014264,337.35052910963714,333.19246993768064,23.917601261274967,6.882248306781502,9973.934059208535,71.833623959766,5,0
183.3494541059977,,403.9441682092025,18.66822945752125,4.731348984614181,21568.428779035887,66.91240003430596,3,0
216.8504738726152,,504.63826042575033,16.140790019197993,7.1843510891688,35606.44017680798,77.53618351780308,3,0
209.6382929790206,315.60659440039234,391.1843150860056,13.28533391608596,4.462707246137983,10575.18628088936,87.39088897956339,4,0
173.3754983501208,307.35258576592696,323.8079132465807,10.0908697516698,5.570783575394459,15758.740621388915,78.47278445385454,5,0
129.89057234567383,304.5352242338838,470.3291685421987,18.59940992382127,6.321928990361139,34415.853145873094,72.40363386888095,5,0
200.19140044205727,317.88290049783706,404.7177991564453,13.768323306421337,4.915101054543186,21536.22468744541,47.93087187711021,5,0
168.38843077429533,299.8204779108216,383.7950199903258,16.18206649367437,7.046224797696413,27492.30730658781,75.72943388991457,5,0
100.4576150915831,247.2008260476431,605.2201243500056,9.611348740011238,5.212314602065352,12013.550628764531,66.08417363713342,4,0
145.0101719190834,288.0521917368515,545.974993762403,10.942024256012132,4.961066380191502,19871.788448305862,71.7274140605346,4,0
211.7141417776413,339.7519188007938,527.7089100130407,18.27531210927765,7.2307947693374,11920.610835646206,47.63488493437153,5,0
181.8933655615536,340.39037835517297,456.5564021223438,16.48283536696391,6.991259996238134,21783.65103336337,34.2520490783523,5,0
260.09217257337195,,404.6707773281626,15.934483871207078,9.379133540507624,30616.615148853696,66.6210265451665,4,0
238.3351124555097,381.6493228718946,481.3188026886131,6.016336609271207,8.282808464509609,28779.6500110336,39.09117136225335,5,0
190.28705014936028,324.8930378422557,405.3304820275903,8.236557503105303,7.230164126862036,24323.865903045946,99.42738491828506,3,0
157.80119355420416,300.04423428111204,360.99599448807487,12.823860949370784,8.335618549876713,16963.625011737488,71.7170050975215,5,0
155.05572682593436,,290.18098311050545,16.622255183892094,8.187319049670325,20557.240431752216,59.622057462107946,5,0
233.4028350124758,348.3594482139767,269.4490512269393,9.6541256002684,6.9948396173050975,32144.79993361832,63.74306384016444,2,0
213.0178296827953,327.65054252170705,369.3381209158568,13.75810517074376,5.375559891974689,20965.478308853573,17.915722569180794,4,0
229.48569367886049,384.9437789484208,296.3975472430137,16.92709217980689,8.810843045016396,35729.692708630326,,5,0
195.1437387840549,,398.3454180035162,12.380770792752344,8.23190033837729,24656.23967944457,48.440724865546855,5,0
127.73967382937272,,416.2396300704016,11.119659254793705,6.534237410114922,32653.910360267582,78.27505003771154,5,0
212.30661828668616,,362.10800431396245,14.9330126610987,7.873991884545469,21815.07414790552,63.87381994728531,4,0
238.56938041349943,374.4335045168568,669.725086180179,13.353181433963528,8.983276144386597,34873.9345228707,76.52179974552398,3,0
103.46475866009456,,485.97450045781375,11.351132730708514,8.417305032089528,27420.16742458204,67.8699636759021,5,0
211.20052600889707,326.9615175657507,333.3298479586677,16.04514847686687,4.502117033961811,12830.484133775428,49.89840563542835,5,0
179.88978823788457,349.26927130145657,501.18278074341,17.287713278296337,5.837086492837437,24964.777703096523,50.99300645308109,4,0
183.0893100379288,277.5990986210596,428.0363443504035,9.79962468961304,3.8030364235979857,6743.346065530401,90.03537367362071,4,0
116.29932988379586,297.0781534785211,504.3786809676549,9.001820487566135,7.050503159576975,33223.58152874991,48.1470312534892,3,0
130.94446388846563,300.13127199830365,556.6537100333977,14.083608352195483,7.092462955305368,19460.38281898756,57.897074706807686,4,0
242.22866728551904,,352.94258812349034,18.70440905927489,7.518764659399904,22984.05095148243,69.90790244915216,5,0
219.30091421337028,344.4423936728914,425.2135748076129,15.771834366058272,5.598326765629258,14859.46642428366,49.35200147780444,5,0
211.36016672106155,,383.0143101678532,13.93478804138067,6.766009906754591,25650.777643120266,90.52332986300934,4,0
158.73207576140192,286.5228468169785,307.3791420351913,9.71223191091832,6.821679099461131,23029.66361356364,79.85092857457249,2,0
163.63974692058176,326.69401786030267,467.5629728711818,14.567268860188278,6.6845702741913415,37962.16799126102,50.57797909828098,2,0
176.68397277687006,314.7995982838096,477.5813461557029,16.245504341610683,5.756930038692856,24468.0483903546,57.72972382844005,4,0
217.5228619622912,376.93797230566565,425.9134001802693,8.992754272254672,9.86504750268218,31903.399811532247,69.50921982211526,4,0
233.7643427207269,,410.3872638377081,15.611859296305228,7.724432299963912,28689.59577768293,54.29944409418921,1,0
168.72858303956718,,443.5703720974922,18.099078103861583,7.73072294792503,12531.60192106475,,3,0
204.9617498108948,311.4526625117488,504.14599408386647,11.532144007741238,6.505923138805981,9566.1222701692,81.10693773146244,4,0
258.9527320159533,383.6571521070967,514.118920118766,12.256790251190353,7.648599331443458,27267.981860954154,82.46979842996726,3,0
133.8342291043793,266.9084282807846,573.4002951499592,9.833874584580258,5.1277468613272,23827.275015402887,95.02660927984373,4,0
195.4177209489812,,417.2416560263488,7.507662314515301,7.879347670859675,13116.707711787025,70.54738690612056,4,0
232.0751765558761,350.4452926972019,465.4137746213498,13.863964882331118,7.884990657868601,27159.38434523353,64.81225738319597,4,0
199.18125107339057,329.17842902607634,430.5077068652869,15.966042944362073,6.799841410225563,21470.27830541328,59.29227326975216,5,0
300.29247579584023,398.6477857459576,487.45913103075526,9.347633986485675,6.655126362567496,12652.362978658088,67.9197886870381,5,0
206.369682384784,377.40453818519927,506.9383527298253,13.553751007248536,6.325442403664851,28608.052076372544,42.381483937537176,5,0
197.9797828412593,329.2803146030727,575.1146944234249,11.870981482343325,7.659203939381076,17153.306163452093,69.10983568283255,5,0
199.1078855640336,357.30322096748097,420.70959122207296,9.226618665284832,6.869690215355936,29721.91163035013,55.29428326667228,5,0
237.9199267632531,,291.1048365690676,19.27005426046378,8.457830699274377,20416.84099619073,93.13800948154017,4,0
253.2170741709845,373.5532353383944,588.3196505363993,16.145732052775088,6.588374366182638,27965.07214592841,59.12445084811043,5,0
203.1465467521772,304.2831932144039,551.1433371665813,9.387781275530813,5.495737654707861,11609.109054527797,55.95800559485764,4,0
